City_Name,City_Lat,City_Long,Temperature,Humidity,Cloudiness,Wind_Speed,Country,Date
Sa Kaeo,13.75,102.3333,89.35,60,94,11.48,TH,2021-06-17 05:03:00
Shenjiamen,29.9576,122.29799999999999,76.35,87,89,9.24,CN,2021-06-17 05:03:01
Coahuayana Viejo,18.7333,-103.6833,81.3,89,100,1.88,MX,2021-06-17 05:03:01
VicuÃ±a,-30.0319,-70.7081,54.7,59,100,2.01,CL,2021-06-17 05:00:43
Jiayuguan City,39.8167,98.3,73.72,14,88,16.67,CN,2021-06-17 05:03:02
Santa Isabel Rio Negro,-0.4139,-65.0192,71.29,96,100,0.16,BR,2021-06-17 05:03:02
Ewo,-0.8725,14.8206,71.62,87,99,4.63,CG,2021-06-17 05:03:02
Ilave,-16.0833,-69.6667,37.38,78,79,2.08,PE,2021-06-17 05:03:03
Waipawa,-41.4122,175.5153,50.0,88,53,4.83,NZ,2021-06-17 05:03:03
Tongchuanshi,35.0806,109.0897,63.23,66,100,4.68,CN,2021-06-17 05:03:04
Inhambane,-23.865,35.3833,67.03,80,3,4.81,MZ,2021-06-17 05:03:04
Angol,-37.8,-72.7167,48.24,87,92,3.31,CL,2021-06-17 05:02:52
Mount Isa,-20.7333,139.5,76.77,20,54,9.22,AU,2021-06-17 05:01:04
Camargo,27.6667,-105.1667,80.22,33,65,17.9,MX,2021-06-17 05:03:05
Mocuba,-16.8392,36.9856,66.52,90,78,2.04,MZ,2021-06-17 05:03:06
NeuquÃ©n,-38.9516,-68.0591,41.09,45,100,8.01,AR,2021-06-17 05:00:32
Dingcheng,32.1272,115.0394,73.31,93,100,10.45,CN,2021-06-17 05:03:07
Fonte Boa,-2.4959,-66.2662,71.53,99,99,1.21,BR,2021-06-17 05:03:07
Houma,29.5958,-90.7195,76.35,94,65,2.44,US,2021-06-17 05:02:07
Whitianga,-36.8333,175.7,59.02,82,11,7.02,NZ,2021-06-17 04:58:13
Front Royal,38.9182,-78.1944,58.21,71,1,4.61,US,2021-06-17 05:02:54
Katsuura,35.1333,140.3,78.21,68,70,16.62,JP,2021-06-17 05:03:08
Poso,-1.3959,120.7524,85.59,65,12,6.46,ID,2021-06-17 05:03:09
Coxim,-18.5067,-54.76,65.53,60,48,4.85,BR,2021-06-17 05:03:09
Kuytun,54.3419,101.5036,68.18,42,19,3.02,RU,2021-06-17 05:03:10
TitlÄgarh,20.3,83.15,86.86,56,100,11.07,IN,2021-06-17 05:03:11
Cravo Norte,6.3017,-70.2041,74.66,92,99,3.02,CO,2021-06-17 05:03:11
Winnemucca,40.973,-117.7357,66.25,18,1,3.44,US,2021-06-17 05:03:12
Alyangula,-13.8483,136.4192,81.93,69,62,6.51,AU,2021-06-17 05:03:13
VerÄval,20.9,70.3667,86.99,73,42,16.37,IN,2021-06-17 05:03:13
Siderno,38.2779,16.302,68.13,52,39,4.21,IT,2021-06-17 05:03:13
Ponta Delgada,37.7333,-25.6667,63.32,94,75,9.22,PT,2021-06-17 05:03:14
Sakaiminato,35.55,133.2333,69.15,84,97,11.56,JP,2021-06-17 05:03:14
Spring Hill,28.4769,-82.5255,73.22,87,90,3.44,US,2021-06-17 05:03:15
NÄnÄkuli,21.3906,-158.1547,78.44,68,15,7.27,US,2021-06-17 05:03:15
Pringsewu,-5.3582,104.9744,88.83,56,100,2.24,ID,2021-06-17 05:03:16
Narrabri,-30.3167,149.7833,61.52,48,1,3.0,AU,2021-06-17 05:03:16
Kumul,42.8,93.45,84.79,9,100,2.82,CN,2021-06-17 05:03:16
Porto Santo,33.071999999999996,-16.3415,68.38,88,75,14.97,PT,2021-06-17 05:03:17
FundÃ£o,-19.9341,-40.4047,58.53,94,3,3.2,BR,2021-06-17 05:03:17
AmapÃ¡,1.0,-52.0,70.2,99,18,1.21,BR,2021-06-17 05:03:18
Olinda,-8.0089,-34.8553,71.33,83,40,4.61,BR,2021-06-17 05:03:18
Trairi,-3.2778,-39.2689,78.12,81,4,8.41,BR,2021-06-17 05:00:08
Georgiyevka,43.0369,74.7114,78.84,31,40,11.18,KZ,2021-06-17 05:03:19
Singleton,-32.5667,151.1833,61.93,50,4,13.96,AU,2021-06-17 05:03:19
Worland,44.0169,-107.9554,74.19,40,1,1.01,US,2021-06-17 05:03:20
Ilhabela,-23.7781,-45.3581,63.45,89,57,4.79,BR,2021-06-17 05:02:01
FilinguÃ©,14.3521,3.3168,83.53,55,27,16.17,NE,2021-06-17 05:03:21
Montevideo,-34.8335,-56.1674,46.81,71,100,10.04,UY,2021-06-17 05:02:00
Rancho Palos Verdes,33.7445,-118.387,65.3,88,100,4.0,US,2021-06-17 05:03:21
Galesong,-5.3166,119.3661,89.62,69,38,4.61,ID,2021-06-17 05:03:22
Karwar,14.8,74.1333,80.73,82,98,15.99,IN,2021-06-17 05:03:23
Tiznit Province,29.5833,-9.5,58.8,86,43,3.74,MA,2021-06-17 05:03:24
Noumea,-22.2763,166.4572,78.01,99,44,8.19,NC,2021-06-17 05:00:04
Ghanzi,-21.5667,21.7833,51.24,33,2,6.17,BW,2021-06-17 05:03:24
Goundam,16.4145,-3.6708,87.98,41,24,17.05,ML,2021-06-17 05:03:25
ConstituciÃ³n,-35.3333,-72.4167,53.06,85,2,4.52,CL,2021-06-17 05:03:25
Padang,-0.9492,100.3543,87.85,63,25,4.83,ID,2021-06-17 05:03:25
Bell Ville,-32.6259,-62.6887,40.8,85,94,4.68,AR,2021-06-17 05:03:26
Katghora,22.5,82.55,82.81,69,100,3.22,IN,2021-06-17 05:03:26
Guerrero Negro,27.9769,-114.0611,65.86,86,5,13.13,MX,2021-06-17 05:03:27
Yeppoon,-23.1333,150.7333,80.38,67,21,3.76,AU,2021-06-17 05:03:27
MozarlÃ¢ndia,-14.7447,-50.5706,68.77,33,12,7.4,BR,2021-06-17 05:03:27
Ãubuk,40.2386,33.0322,56.64,77,40,4.61,TR,2021-06-17 05:03:28
Rock Springs,41.5875,-109.2029,75.24,22,1,5.01,US,2021-06-17 05:03:28
Maragogi,-9.0122,-35.2225,73.8,91,70,6.93,BR,2021-06-17 05:03:28
Kroya,-7.6331,109.2461,83.19,76,98,3.62,ID,2021-06-17 05:03:29
ChimorÃ©,-16.9833,-65.1333,65.97,82,96,1.99,BO,2021-06-17 05:03:30
Tawang Town,27.5833,91.8667,63.84,87,98,5.03,IN,2021-06-17 05:03:30
Dongsheng,39.8161,109.9776,70.34,19,21,16.28,CN,2021-06-17 05:03:31
Atambua,-9.1061,124.8925,83.82,49,36,1.86,ID,2021-06-17 05:03:31
Laas,46.6166,10.7002,63.63,86,35,1.36,IT,2021-06-17 05:03:32
Arteaga,18.4667,-102.4167,69.15,94,100,3.85,MX,2021-06-17 05:03:32
Kieta,-6.2167,155.6333,83.71,66,59,2.89,PG,2021-06-17 05:03:33
Zabid,14.1951,43.3152,88.38,59,65,5.46,YE,2021-06-17 05:03:33
Deniliquin,-35.5333,144.9667,55.0,73,87,8.46,AU,2021-06-17 05:03:33
Pandan,14.0453,124.1694,87.87,65,43,2.71,PH,2021-06-17 05:03:34
Wajid,3.8093,43.2471,74.88,69,96,18.19,SO,2021-06-17 05:03:34
AcarÃ­,-15.4311,-74.6158,67.66,69,50,1.95,PE,2021-06-17 05:03:35
MaceiÃ³,-9.6658,-35.7353,76.44,88,90,2.3,BR,2021-06-17 05:00:01
Mogadishu,2.0371,45.3438,79.09,75,88,16.98,SO,2021-06-17 05:03:36
Sinnamary,5.3833,-52.95,77.14,89,92,8.05,GF,2021-06-17 05:01:13
Kayes,14.0,-11.0,82.65,49,100,5.61,ML,2021-06-17 05:03:36
Hermanus,-34.4187,19.2345,51.8,84,7,7.61,ZA,2021-06-17 05:03:37
Ndioum,16.5129,-14.6471,73.89,69,42,10.74,SN,2021-06-17 05:03:37
Phibun Mangsahan,15.2447,105.2291,89.11,64,90,10.16,TH,2021-06-17 05:03:37
Biak,-0.9131,122.8766,81.84,71,22,3.85,ID,2021-06-17 05:03:38
Panzhihua,26.5851,101.7128,91.45,47,63,3.62,CN,2021-06-17 05:03:38
Isiro,2.7739,27.616,66.56,97,100,1.9,CD,2021-06-17 05:03:39
Gallup,35.5281,-108.7426,81.54,15,20,8.05,US,2021-06-17 05:03:39
Paranhos,-23.8928,-55.4311,55.2,79,96,4.43,BR,2021-06-17 05:03:40
Mar del Plata,-38.0023,-57.5575,44.1,28,40,4.0,AR,2021-06-17 04:59:10
Quila,24.4228,-107.22,83.52,66,41,1.57,MX,2021-06-17 05:03:40
Kralendijk,12.15,-68.2667,79.97,87,98,19.35,BQ,2021-06-17 05:03:41
La Esperanza,14.8667,-91.5667,51.04,87,100,1.05,GT,2021-06-17 05:03:42
Dhidhdhoo,6.8833,73.1,82.44,78,100,16.91,MV,2021-06-17 05:03:42
MazatlÃ¡n,23.2167,-106.4167,84.96,81,40,1.99,MX,2021-06-17 05:03:43
Fallon,39.4735,-118.7774,77.5,16,75,4.61,US,2021-06-17 05:03:43
San Miguel de TucumÃ¡n,-26.8241,-65.2226,42.93,60,100,1.43,AR,2021-06-17 05:03:44
AripuanÃ£,-9.1667,-60.6333,74.39,75,58,0.94,BR,2021-06-17 05:03:44
Artigas,-30.4,-56.4667,40.15,81,67,7.34,UY,2021-06-17 05:03:44
HienghÃ¨ne,-20.6833,164.9333,75.4,73,36,3.65,NC,2021-06-17 05:03:45
Sobradinho,-12.8333,-39.1,64.92,97,23,1.79,BR,2021-06-17 05:03:45
Kibala,9.1104,18.3463,74.19,78,100,4.43,TD,2021-06-17 05:03:46
Touros,-5.1989,-35.4608,75.2,91,4,10.2,BR,2021-06-17 05:03:46
Nacala,-14.5428,40.6728,69.89,80,41,6.33,MZ,2021-06-17 05:03:46
Viedma,-40.8135,-62.9967,42.21,55,100,2.77,AR,2021-06-17 05:03:47
Hervey Bay,-25.2986,152.8535,75.02,73,18,4.0,AU,2021-06-17 05:03:47
Charters Towers,-20.1,146.2667,80.49,45,52,11.3,AU,2021-06-17 05:03:48
Vega de Alatorre,20.0333,-96.6333,76.26,83,70,9.71,MX,2021-06-17 05:03:48
Imbituba,-28.24,-48.6703,52.32,82,69,7.83,BR,2021-06-17 05:03:49
Martapura,-3.4167,114.85,95.38,42,68,0.92,ID,2021-06-17 05:03:49
Lata,40.1629,-8.3327,61.0,98,19,2.55,PT,2021-06-17 05:03:50
Baiyin,36.5583,104.2081,55.09,57,100,1.14,CN,2021-06-17 05:03:50
MapimÃ­,25.8167,-103.85,74.17,42,48,11.12,MX,2021-06-17 05:03:51
Conakry,9.538,-13.6773,79.92,81,91,4.29,GN,2021-06-17 05:03:51
Paita,-5.0892,-81.1144,68.22,84,47,10.02,PE,2021-06-17 05:03:51
Along,28.1667,94.7667,85.26,75,98,1.66,IN,2021-06-17 05:03:52
Redding,40.5865,-122.3917,75.52,25,31,5.41,US,2021-06-17 05:01:59
Agadez,19.75,10.25,81.14,14,1,9.08,NE,2021-06-17 05:03:52
Kambove,-10.8764,26.5969,47.48,62,1,3.49,CD,2021-06-17 05:03:53
Shakawe,-18.3667,21.85,48.18,44,1,3.51,BW,2021-06-17 05:03:53
The Valley,18.217,-63.0578,81.0,82,95,22.15,AI,2021-06-17 05:03:54
Gillette,44.2911,-105.5022,64.67,41,1,5.75,US,2021-06-17 05:03:54
Yashan,22.1975,109.9419,90.64,63,65,12.44,CN,2021-06-17 05:03:54
MÄ«zan TeferÄ«,6.9833,35.5833,63.59,94,100,0.76,ET,2021-06-17 05:03:55
Batalha,-9.6778,-37.1247,65.79,95,1,1.05,BR,2021-06-17 05:03:55
Parkersburg,39.2667,-81.5615,53.87,95,56,3.53,US,2021-06-17 04:59:29
WaddÄn,29.1614,16.139,72.57,50,1,8.08,LY,2021-06-17 05:03:56
Buala,-8.145,159.5921,84.7,65,3,6.62,SB,2021-06-17 05:03:57
Souillac,-20.5167,57.5167,71.37,71,92,16.44,MU,2021-06-17 05:03:57
Ganzhou,28.8184,115.4327,92.03,66,91,7.76,CN,2021-06-17 05:03:58
CopiapÃ³,-27.3667,-70.3333,49.69,68,11,0.31,CL,2021-06-17 05:00:29
Yushu,44.8,126.5333,64.22,82,100,12.06,CN,2021-06-17 05:03:58
Finschhafen,-6.6024,147.8681,79.7,75,100,10.31,PG,2021-06-17 05:03:59
Binghamton,42.0987,-75.918,46.54,80,64,1.01,US,2021-06-17 05:01:37
Palmares do Sul,-30.2578,-50.5097,51.55,79,99,6.26,BR,2021-06-17 05:03:59
Cagsiay,14.2167,121.75,90.84,61,31,12.53,PH,2021-06-17 05:04:00
Campiglia Marittima,43.0602,10.6152,71.02,75,100,6.08,IT,2021-06-17 05:04:01
Carauari,-4.8828,-66.8958,71.29,97,100,0.47,BR,2021-06-17 05:04:01
Corralillo,22.9819,-80.5856,78.75,84,100,10.02,CU,2021-06-17 05:04:02
Guymon,36.6828,-101.4816,80.51,41,1,13.8,US,2021-06-17 05:04:02
Ojinaga,29.5667,-104.4167,86.95,32,1,17.27,MX,2021-06-17 05:04:03
Calafell,41.2,1.5683,73.63,73,99,7.31,ES,2021-06-17 05:04:03
Innisfail,-17.5333,146.0333,89.87,77,31,7.27,AU,2021-06-17 04:59:27
Zemio,5.0314,25.1361,68.16,99,100,1.9,CF,2021-06-17 05:04:04
Youkounkoun,12.5333,-13.1333,76.64,91,69,3.67,GN,2021-06-17 05:04:04
GuayaramerÃ­n,-10.8368,-65.3614,75.92,73,89,3.56,BO,2021-06-17 05:04:05
MutatÃ¡,7.2441,-76.4356,75.07,93,99,2.55,CO,2021-06-17 05:04:05
Lagan,45.3929,47.3707,85.14,50,17,22.41,RU,2021-06-17 05:04:06
Verrettes,19.05,-72.4667,80.19,84,35,2.59,HT,2021-06-17 05:04:06
Matara,5.9485,80.5353,85.51,69,100,14.61,LK,2021-06-17 05:04:07
Brownsville,25.9018,-97.4975,79.18,84,1,7.7,US,2021-06-17 05:00:03
Les Cayes,18.2,-73.75,79.5,79,75,4.47,HT,2021-06-17 05:04:07
Vrangel',42.7297,133.0839,58.53,86,100,5.68,RU,2021-06-17 05:04:08
Itoman,26.1247,127.6694,86.0,79,75,17.27,JP,2021-06-17 05:04:08
Kupang,-10.1667,123.5833,88.38,51,40,10.36,ID,2021-06-17 05:04:09
Mombasa,-4.0547,39.6636,76.26,72,91,13.78,KE,2021-06-17 05:04:09
Guilin,25.2819,110.2864,90.46,60,48,6.11,CN,2021-06-17 05:04:10
Nanyuki,0.0167,37.0728,59.88,77,97,2.19,KE,2021-06-17 05:04:10
Kavaratti,10.5669,72.642,83.25,81,59,23.6,IN,2021-06-17 05:04:11
IlÄm,26.9167,87.9167,76.59,85,74,6.55,NP,2021-06-17 05:04:11
NajrÄn,17.4924,44.1277,87.19,20,98,1.45,SA,2021-06-17 05:04:11
Esim,4.8699,-2.2405,77.54,85,91,8.66,GH,2021-06-17 05:04:12
Port-Gentil,-0.7193,8.7815,77.68,82,91,11.63,GA,2021-06-17 05:04:12
Paciran,-6.8767,112.3761,84.87,67,99,4.99,ID,2021-06-17 05:04:13
Tricase,39.9304,18.3553,69.82,58,35,2.48,IT,2021-06-17 05:04:14
Elko,41.0002,-115.5012,70.79,17,93,2.04,US,2021-06-17 05:04:14
Cantanhede,-3.6333,-44.3767,71.11,99,9,3.09,BR,2021-06-17 05:04:14
Sabang,5.8933,95.3214,83.1,72,98,14.18,ID,2021-06-17 05:04:15
Mossamedes,-15.1961,12.1522,64.58,72,35,7.16,AO,2021-06-17 05:04:15
CaucayÃ¡,-0.1934,-74.7819,68.07,99,59,1.3,CO,2021-06-17 05:04:16
CamaquÃ£,-30.8511,-51.8122,42.58,86,78,3.51,BR,2021-06-17 05:04:17
Yulara,-25.2406,130.9889,64.63,31,89,12.71,AU,2021-06-17 05:04:17
Dicabisagan,17.0818,122.4157,90.14,65,88,6.87,PH,2021-06-17 05:04:18
MÃ¢ncio Lima,-7.6142,-72.8958,70.5,85,82,0.96,BR,2021-06-17 05:04:18
San Carlos,9.6612,-68.5827,72.25,96,100,2.28,VE,2021-06-17 05:04:18
Departamento de Maldonado,-34.6667,-54.9167,49.39,73,100,6.51,UY,2021-06-17 05:04:19
Kirakira,-10.4544,161.9205,84.16,72,81,9.17,SB,2021-06-17 05:04:20
Sibu,2.3,111.8167,92.12,48,61,1.5,MY,2021-06-17 05:04:20
Mabaruma,8.2,-59.7833,72.7,100,100,2.08,GY,2021-06-17 05:04:21
Nova Aurora,-22.8667,-52.5667,60.55,72,96,5.17,BR,2021-06-17 05:04:21
KÄnkon,15.0167,74.0167,81.72,81,100,16.96,IN,2021-06-17 05:04:22
Pitimbu,-7.4706,-34.8086,73.99,89,30,9.19,BR,2021-06-17 05:04:22
San Antonio,29.4241,-98.4936,80.38,68,1,5.75,US,2021-06-17 05:04:22
Lagos,6.5833,3.75,76.23,89,100,5.19,NG,2021-06-17 05:01:57
Kaduqli,11.0167,29.7167,76.98,73,95,5.91,SD,2021-06-17 05:04:23
Preslav,43.1667,26.8167,63.79,90,85,4.83,BG,2021-06-17 05:04:23
MontelÃ­bano,7.9829,-75.4229,74.89,95,87,2.98,CO,2021-06-17 05:04:24
Garoowe,8.4054,48.4845,78.1,55,100,25.93,SO,2021-06-17 05:04:24
Pontes e Lacerda,-15.2261,-59.3353,67.51,70,75,4.9,BR,2021-06-17 05:03:27
Dakar,14.6937,-17.4441,74.28,83,94,10.94,SN,2021-06-17 04:59:39
Puerto Ayacucho,5.6639,-67.6236,74.25,94,98,3.36,VE,2021-06-17 05:04:25
Portoferraio,42.8115,10.3146,73.15,79,100,12.06,IT,2021-06-17 05:04:25
IporÃ¡,-16.4419,-51.1178,60.48,41,8,4.97,BR,2021-06-17 05:04:26
Namatanai,-3.6667,152.4333,82.94,71,82,5.86,PG,2021-06-17 05:04:26
Sibolga,1.7427,98.7792,86.02,63,46,5.5,ID,2021-06-17 05:04:27
Laguna,38.421,-121.4238,79.12,33,1,6.91,US,2021-06-17 05:04:27
Puerto El Triunfo,13.2833,-88.55,77.16,88,83,2.71,SV,2021-06-17 05:04:27
Maihar,24.2667,80.75,93.07,44,100,10.02,IN,2021-06-17 05:04:28
Mayumba,-3.432,10.6554,75.04,89,100,3.69,GA,2021-06-17 05:04:29
Ridgecrest,35.6225,-117.6709,97.66,11,90,6.91,US,2021-06-17 05:04:29
New Glasgow,45.5834,-62.6486,55.54,83,1,7.34,CA,2021-06-17 05:01:04
Contamana,-7.3333,-75.0167,74.88,83,100,1.1,PE,2021-06-17 05:04:30
Puerto Madryn,-42.7692,-65.0385,41.43,60,11,8.43,AR,2021-06-17 05:01:06
Eureka,40.8021,-124.1637,57.13,76,4,3.0,US,2021-06-17 05:04:30
Howard Springs,-12.497,131.047,90.86,56,21,6.89,AU,2021-06-17 05:04:31
Tual,-5.6667,132.75,80.67,80,97,12.5,ID,2021-06-17 05:04:31
Wilmington,34.2257,-77.9447,69.06,88,14,1.36,US,2021-06-17 04:57:45
Singaparna,-7.3515,108.111,78.4,78,100,3.02,ID,2021-06-17 05:04:32
Gorontalo,0.5412,123.0595,84.15,78,16,6.11,ID,2021-06-17 05:04:32
Laviana,43.2333,-5.5333,60.12,100,98,2.04,ES,2021-06-17 05:04:33
RepatriaciÃ³n,-25.5333,-55.95,52.74,77,97,5.03,PY,2021-06-17 05:04:34
Jishu,44.3167,126.8,62.17,96,100,10.76,CN,2021-06-17 05:04:34
Luena,-11.7833,19.9167,47.05,50,10,2.8,AO,2021-06-17 05:04:35
Xunchang,28.4543,104.715,69.21,87,100,2.57,CN,2021-06-17 05:04:35
Pemba,-12.974,40.5178,72.21,84,25,9.98,MZ,2021-06-17 05:04:35
Mumford,5.2618,-0.759,76.44,88,89,10.16,GH,2021-06-17 05:04:36
San Vicente,-26.6167,-54.1333,44.62,90,78,3.29,AR,2021-06-17 05:04:36
Wagar,16.1525,36.2032,91.2,39,33,15.73,SD,2021-06-17 05:04:37
Mongo,12.1844,18.692999999999998,81.99,53,82,4.0,TD,2021-06-17 05:04:37
PÃ³voa de Varzim,41.3834,-8.7636,64.65,94,40,4.61,PT,2021-06-17 05:04:37
Impfondo,1.6381,18.0667,71.82,93,100,2.44,CG,2021-06-17 05:04:38
CamanÃ¡,-16.6228,-72.7111,64.24,83,43,8.75,PE,2021-06-17 05:04:38
Punto Fijo,11.6956,-70.1996,78.8,83,48,24.99,VE,2021-06-17 05:04:39
Charagua,-19.8,-63.2167,45.16,93,100,8.81,BO,2021-06-17 05:04:39
Sompeta,18.9333,84.6,92.12,55,100,8.12,IN,2021-06-17 05:04:39
Arroyo de la Encomienda,41.6096,-4.7969,60.94,84,97,3.18,ES,2021-06-17 05:04:40
Lufilufi,-13.8745,-171.5986,81.79,79,95,16.69,WS,2021-06-17 05:04:40
Mimongo,-1.6195,11.6068,67.3,100,99,2.06,GA,2021-06-17 05:04:41
Green River,41.5286,-109.4662,75.99,20,49,5.1,US,2021-06-17 05:04:42
Molteno,-31.3968,26.3625,41.7,76,9,5.86,ZA,2021-06-17 05:04:42
Santa Cruz de La Palma,28.6835,-17.7642,69.94,83,75,12.66,ES,2021-06-17 05:04:42
West Bay,19.3667,-81.4167,82.99,85,100,4.0,KY,2021-06-17 05:04:43
Wenling,28.3669,121.36,85.87,84,84,5.59,CN,2021-06-17 05:04:43
Aloleng,16.1307,119.7824,86.54,68,25,10.63,PH,2021-06-17 05:04:44
SamanÃ¡,19.2056,-69.3369,77.11,92,4,6.98,DO,2021-06-17 05:04:44
Huron,41.1501,-82.5499,53.08,82,24,5.48,US,2021-06-17 05:04:44
Luzhou,28.8724,105.4405,70.52,93,100,6.13,CN,2021-06-17 05:04:45
Muroto-misakicho,33.2833,134.15,73.31,73,97,4.45,JP,2021-06-17 05:04:45
Horta,38.5333,-28.6333,65.7,88,100,14.23,PT,2021-06-17 05:04:45
Birao,10.2849,22.7882,73.17,81,100,9.01,CF,2021-06-17 05:02:13
Port Alfred,-33.5906,26.891,58.59,80,4,8.52,ZA,2021-06-17 05:04:46
Nanyamba,-10.6833,39.8333,67.71,92,23,4.29,TZ,2021-06-17 05:04:47
Kingman,35.1894,-114.053,93.58,20,66,2.93,US,2021-06-17 05:00:00
Siocon,7.7061,122.1353,87.13,64,56,2.06,PH,2021-06-17 05:04:47
Oistins,13.0667,-59.5333,80.69,69,75,23.02,BB,2021-06-17 05:04:23
Marawi,7.9986,124.2928,78.24,81,41,1.61,PH,2021-06-17 05:04:48
Witu,-2.3889,40.4382,77.81,70,100,10.69,KE,2021-06-17 05:04:48
Batangafo,7.3008,18.2833,69.78,97,100,5.01,CF,2021-06-17 05:04:49
KattivÄkkam,13.2167,80.3167,92.07,61,99,19.89,IN,2021-06-17 05:04:49
La Santisima Trinidad,-14.8333,-64.9,70.75,75,100,3.36,BO,2021-06-17 05:04:50
Callaway,30.153000000000002,-85.5699,78.04,70,1,1.01,US,2021-06-17 05:04:51
Corbii Mari,44.55,25.5,67.05,79,12,4.43,RO,2021-06-17 05:04:51
JutaÃ­,-5.1833,-68.9,70.83,99,98,0.27,BR,2021-06-17 05:04:52
PadmanÄbhapuram,8.2333,77.3333,85.68,70,98,14.65,IN,2021-06-17 05:04:52
Trelew,-43.248999999999995,-65.3051,36.16,54,2,3.44,AR,2021-06-17 05:04:53
Catuday,16.2923,119.8062,84.99,68,24,9.84,PH,2021-06-17 05:04:53
Buenos Aires,-34.6132,-58.3772,44.06,76,100,1.01,AR,2021-06-17 05:01:41
BanepÄ,27.6298,85.5214,77.32,73,75,2.3,NP,2021-06-17 05:04:54
Hue,16.4667,107.6,93.31,55,20,9.22,VN,2021-06-17 05:04:55
Port Antonio,18.18,-76.4612,74.26,84,54,8.9,JM,2021-06-17 05:04:55
Lalibela,12.0333,39.0333,68.76,27,98,1.43,ET,2021-06-17 05:04:55
Hanmer Springs,-42.5167,172.8167,41.25,98,100,2.59,NZ,2021-06-17 05:04:56
Presidente EpitÃ¡cio,-21.7633,-52.1156,63.9,66,87,5.03,BR,2021-06-17 05:04:57
Nkowakowa,-23.8878,30.2871,53.65,39,17,4.76,ZA,2021-06-17 05:04:57
Mountain Home,43.133,-115.6912,66.79,22,1,6.91,US,2021-06-17 05:04:58
Huarmey,-10.0681,-78.1522,66.58,87,55,9.84,PE,2021-06-17 05:04:58
Todos Santos,23.45,-110.2167,71.6,88,19,7.72,MX,2021-06-17 05:04:59
Praia,14.9215,-23.5087,72.14,83,20,11.5,CV,2021-06-17 05:04:59
Deogarh,21.5333,84.7333,79.2,84,100,3.0,IN,2021-06-17 05:05:00
Teahupoo,-17.8333,-149.2667,73.36,85,100,18.48,PF,2021-06-17 05:05:01
Ulundi,-28.3352,31.4162,57.43,42,87,3.78,ZA,2021-06-17 05:02:14
Xichang,27.8964,102.2634,83.7,59,100,4.47,CN,2021-06-17 05:05:02
Hirara,24.8,125.2833,85.8,77,94,8.68,JP,2021-06-17 05:05:02
Bonthe,7.5264,-12.505,77.92,80,35,4.63,SL,2021-06-17 05:05:03
Makkah al Mukarramah,21.4267,39.8261,90.52,36,26,6.67,SA,2021-06-17 05:05:04
Maswa,-2.6833,33.9833,67.53,69,82,1.43,TZ,2021-06-17 05:05:05
Langsa,4.4683,97.9683,92.62,52,72,3.31,ID,2021-06-17 05:05:05
Kutum,14.2,24.6667,74.62,61,100,15.75,SD,2021-06-17 05:05:06
Lincoln,40.8,-96.667,80.44,77,10,1.01,US,2021-06-17 04:59:14
Praia,14.9215,-23.5087,72.14,83,20,11.5,CV,2021-06-17 05:04:59
Maun,-19.9833,23.4167,50.67,40,3,3.96,BW,2021-06-17 05:05:07
Puerto del Rosario,28.5004,-13.8627,69.55,78,23,17.27,ES,2021-06-17 05:05:07
Belmonte,-15.8631,-38.8828,66.7,78,8,3.13,BR,2021-06-17 05:05:08
Banda Aceh,5.5577,95.3222,86.45,60,99,11.21,ID,2021-06-17 05:05:08
Portachuelo,-17.35,-63.4,63.5,65,97,13.11,BO,2021-06-17 05:05:08
Macomb,40.4592,-90.6718,65.62,72,1,3.44,US,2021-06-17 05:05:09
Port Hedland,-20.3167,118.5667,69.85,30,75,14.97,AU,2021-06-17 05:05:10
Erenhot,43.6475,111.9767,68.54,22,30,33.38,CN,2021-06-17 05:05:10
Mfou,3.7159,11.6427,66.58,98,100,2.77,CM,2021-06-17 05:05:11
Faro,37.0194,-7.9322,64.18,100,40,8.05,PT,2021-06-17 05:03:53
Lithgow,-33.4833,150.15,46.13,69,22,16.26,AU,2021-06-17 05:05:11
Taltal,-25.4,-70.4833,59.58,71,1,1.68,CL,2021-06-17 05:05:12
Sterling,39.0062,-77.4286,61.72,66,75,8.01,US,2021-06-17 05:03:13
Itaituba,-4.2761,-55.9836,72.77,97,53,1.12,BR,2021-06-17 05:02:08
PoconÃ©,-16.2567,-56.6228,64.85,72,90,3.76,BR,2021-06-17 05:05:13
Saint-Paul,-21.0096,55.2707,72.55,93,22,1.3,RE,2021-06-17 05:05:13
BÄndarban,22.1965,92.2262,80.76,86,100,5.08,BD,2021-06-17 05:05:08
Prachuap Khiri Khan,12.2167,99.75,93.58,45,100,10.54,TH,2021-06-17 05:05:14
Umm Kaddadah,13.6017,26.6876,80.73,47,100,6.58,SD,2021-06-17 05:05:14
San Roque,36.2107,-5.3842,65.23,82,75,8.05,ES,2021-06-17 05:05:15
Keskin,39.6731,33.6136,54.07,72,4,5.3,TR,2021-06-17 05:05:15
Merauke,-8.4667,140.3333,82.54,72,39,13.67,ID,2021-06-17 05:05:15
Illela,13.7292,5.2975,84.76,48,81,7.83,NG,2021-06-17 05:05:16
Libreville,0.3925,9.4537,77.02,94,40,8.05,GA,2021-06-17 05:05:17
Labuhan,-6.8844,112.2051,84.79,66,100,4.81,ID,2021-06-17 05:05:17
TomatlÃ¡n,19.9333,-105.25,81.68,80,57,2.15,MX,2021-06-17 05:05:18
